Value.element_type,Value.first_name,Value.id,Value.now_cost,Value.points_per_game,Value.selected_by_percent,Value.team,Value.total_points,Value.web_name,Value.minutes,Value.goals_scored,Value.assists,Value.clean_sheets,Value.goals_conceded,Value.own_goals,Value.penalties_saved,Value.penalties_missed,Value.yellow_cards,Value.red_cards,Value.saves,Value.bonus,Value.bps,Value.influence,Value.creativity,Value.threat,Value.ict_index,Value.starts,Value.expected_goals,Value.expected_assists,Value.expected_goal_involvements,Value.expected_goals_conceded,Value.influence_rank,Value.influence_rank_type,Value.creativity_rank,Value.creativity_rank_type,Value.threat_rank,Value.threat_rank_type,Value.ict_index_rank,Value.ict_index_rank_type,Value.expected_goals_per_90,Value.saves_per_90,Value.expected_assists_per_90,Value.expected_goal_involvements_per_90,Value.expected_goals_conceded_per_90,Value.goals_conceded_per_90,Value.now_cost_rank,Value.now_cost_rank_type,Value.points_per_game_rank,Value.points_per_game_rank_type,Value.selected_rank,Value.selected_rank_type,Value.clean_sheets_per_90
3,Siriki,67,4.5,1,0.2,3,6,Siriki,104,0,0,0,2,0,0,0,0,0,0,0,20,31.8,52.3,28,11.3,0,0.16,0.21,0.37,2.28,345,153,280,148,301,150,330,152,0.14,0,0.18,0.32,1.97,1.73,417,207,363,163,439,136,0
3,Gustavo Henrique,462,4.5,0.8,0.1,16,5,G.Scarpa,177,0,0,0,1,0,0,0,1,0,0,0,16,15,17.3,25,5.7,2,0.23,0.04,0.27,2.87,356,159,320,160,307,153,351,160,0.12,0,0.02,0.14,1.46,0.51,354,195,384,178,441,137,0
2,Thilo,537,4.5,2.5,0.2,19,67,Kehrer,2229,0,3,5,34,1,0,0,4,0,0,4,362,362.6,127,83,57.6,25,0.49,0.63,1.12,31.51,167,61,197,55,232,75,211,71,0.02,0,0.03,0.05,1.27,1.37,366,93,194,74,364,137,0.2
3,Matt,425,4.5,1,0.1,15,7,Ritchie,35,0,0,0,0,0,0,0,0,0,0,0,24,8.8,17.2,2,2.8,0,0,0.05,0.05,0.9,363,164,321,161,343,170,361,164,0,0,0.13,0.13,2.31,0,288,181,356,158,444,138,0
2,Ryan,68,4.5,1,0.2,3,12,Fredericks,527,0,0,0,11,0,0,0,1,0,0,0,63,66,26.7,12,10.6,5,0,0.29,0.29,10.14,322,123,306,115,320,123,333,123,0,0,0.05,0.05,1.73,1.88,297,46,357,132,365,138,0
3,Anthony,273,4.5,0,0.1,10,0,Knockaert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,180,453,181,440,174,459,180,0,0,0,0,0,0,302,183,463,183,448,139,0
2,Sergio,508,4.5,0,0.2,18,0,Reguilón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,183,474,183,464,182,477,183,0,0,0,0,0,0,362,89,480,183,366,139,0
3,Steven,123,4.5,0,0.1,5,0,Alzate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,192,492,194,483,189,495,192,0,0,0,0,0,0,407,203,497,194,453,140,0
2,Lewis,204,4.5,2.1,0.2,7,19,Hall,653,0,0,1,11,0,0,0,1,0,0,3,118,134.4,225.8,127,48.8,8,0.83,1.46,2.29,13.29,279,111,137,32,190,47,231,80,0.11,0,0.2,0.31,1.83,1.52,464,135,232,90,367,140,0.14
2,Joel,242,4.5,2.8,0.2,8,78,Ward,2253,1,0,8,35,0,0,0,6,0,0,5,403,446.6,172.5,114,73.5,24,1.12,0.83,1.95,32.15,119,41,168,43,202,58,170,49,0.04,0,0.03,0.07,1.28,1.4,286,39,159,54,371,141,0.32
2,Jayden,476,4.5,0,0.2,17,0,Bogle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,188,484,188,475,187,487,188,0,0,0,0,0,0,397,114,489,188,373,142,0
3,Tim,46,4.5,0,0.1,2,0,Iroegbunam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,212,521,212,516,211,525,212,0,0,0,0,0,0,467,236,525,212,459,142,0
2,Marcos,83,4.5,2.2,0.2,3,69,Senesi,2489,2,0,5,55,0,0,0,7,0,0,5,462,602.2,79.1,113,79.6,29,1.66,0.35,2.01,47.62,71,19,252,87,206,60,154,39,0.06,0,0.01,0.07,1.72,1.99,388,107,216,82,375,143,0.18
2,Matt,428,4.5,2.1,0.2,15,35,Targett,600,0,0,3,6,0,0,0,1,0,0,2,157,112.4,142.4,8,26.3,6,0.01,0.67,0.68,6.79,289,113,188,51,329,128,295,107,0,0,0.1,0.1,1.02,0.9,341,74,228,86,376,144,0.45
3,Morgan,56,4.5,1,0.1,2,2,Sanson,10,0,0,0,1,0,0,0,0,0,0,0,6,4.2,0.5,0,0.4,0,0,0,0,0.4,371,171,355,174,449,176,379,174,0,0,0,0,3.6,9,325,185,359,159,462,145,0
2,Felipe Augusto,445,4.5,1.6,0.2,16,25,Felipe,1417,0,1,1,32,0,0,0,4,0,0,3,233,379,79.5,130,59,15,1.2,1.15,2.35,31.83,157,59,251,86,188,45,205,67,0.08,0,0.07,0.15,2.02,2.03,322,65,296,111,380,148,0.06
2,Rob,7,4.5,1.5,0.2,1,21,Holding,562,1,0,0,13,0,0,0,0,0,0,0,120,152,10.3,54,21.6,6,0.32,0.15,0.47,11.14,266,106,333,124,267,99,304,112,0.05,0,0.02,0.07,1.78,2.08,332,69,308,115,382,149,0
3,Mads,94,4.5,0,0.1,4,0,Bidstrup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,209,515,209,510,208,519,209,0,0,0,0,0,0,457,230,519,209,470,150,0
2,Ben,252,4.5,1.4,0.2,9,18,Godfrey,801,0,1,1,18,0,0,0,2,0,0,0,101,146.8,42.3,46,23.6,10,1.24,0.08,1.32,18.17,269,108,286,104,280,103,301,111,0.14,0,0.01,0.15,2.04,2.02,359,86,322,119,384,151,0.11
3,Andrey,186,4.5,0,0.1,7,0,Andrey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,216,526,216,521,215,530,216,0,0,0,0,0,0,476,242,530,216,471,151,0
2,Alex,370,4.5,0,0.2,14,0,Alex Telles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,179,462,179,451,178,466,179,0,0,0,0,0,0,328,67,469,179,385,152,0
3,Marcus,11,4.5,1,0.1,1,1,Marquinhos,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.2,0,0,0,0,0,0,0,517,208,360,178,509,207,518,208,0,0,0,0,0,0,456,229,369,168,474,152,0
2,Jakub,10,4.5,3.7,0.2,1,26,Kiwior,425,1,0,2,6,0,0,0,0,0,0,1,111,98.6,17.9,21,13.9,5,0.1,0.01,0.11,6.46,294,114,318,119,311,117,322,119,0.02,0,0,0.02,1.37,1.27,434,126,71,17,389,153,0.42
3,Facundo,394,4.5,1,0.1,14,4,Pellistri,60,0,0,0,1,0,0,0,0,0,0,0,14,7.4,1.8,2,1,0,0,0.02,0.02,0.78,365,166,345,170,344,171,371,170,0,0,0.03,0.03,1.17,1.5,465,235,371,170,475,153,0
3,Glen,334,4.5,0,0.1,12,0,Rea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,184,466,186,456,181,470,184,0,0,0,0,0,0,336,191,473,187,478,156,0
2,Toti António,573,4.5,2.5,0.2,20,43,Toti,978,1,0,4,14,0,0,0,6,0,0,4,201,230,74.5,69,37.4,10,0.35,0.23,0.58,20.87,227,87,256,90,252,86,264,93,0.03,0,0.02,0.05,1.92,1.29,472,137,195,75,400,157,0.37
2,Max,484,4.5,0,0.2,17,0,Lowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,180,464,180,454,179,468,180,0,0,0,0,0,0,331,68,471,180,403,159,0
3,Harry,435,4.5,0,0.1,16,0,Arter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,178,447,179,432,172,454,178,0,0,0,0,0,0,281,180,458,181,486,160,0
2,Konstantinos,311,4.5,2.4,0.2,11,48,Tsimikas,762,0,4,4,11,0,0,0,3,0,0,2,216,183.2,298.3,124,60.7,9,0.68,1.3,1.98,14.45,251,99,106,21,192,49,201,65,0.08,0,0.15,0.23,1.71,1.3,376,100,201,77,407,161,0.47
3,Naouirou,219,4.5,0.9,0.1,8,7,Ahamada,87,0,0,0,2,0,0,0,1,0,0,0,20,7.4,13.2,14,3,0,0.15,0.02,0.17,1.83,364,165,329,164,318,158,360,163,0.16,0,0.02,0.18,1.89,2.07,447,224,381,177,488,161,0
2,Adam,84,4.5,2,0.2,3,74,Smith,2940,0,1,7,58,0,0,0,11,0,0,5,400,416.6,276.9,88,78.3,34,0.5,1.57,2.07,54.01,134,49,113,23,226,71,155,40,0.02,0,0.05,0.07,1.65,1.78,284,37,245,92,409,163,0.21
2,Willy,439,4.5,3.4,0.2,16,37,Boly,684,0,1,3,10,0,0,0,2,0,0,7,147,155,11.8,41,21,9,0.05,0.27,0.32,10.37,263,104,332,123,288,107,307,114,0.01,0,0.04,0.05,1.36,1.32,303,49,101,27,411,164,0.39
3,Ben,79,4.5,1.3,0.1,3,9,Pearson,282,0,0,1,10,0,0,0,1,0,0,0,32,21,6.4,9,3.7,3,0.05,0.02,0.07,5.92,351,157,336,165,325,160,356,161,0.02,0,0.01,0.03,1.89,3.19,333,189,334,147,493,165,0.32
3,Jakub,144,4.5,0,0.1,5,0,Moder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,193,494,195,485,190,497,193,0,0,0,0,0,0,413,205,499,195,494,166,0
2,Lloyd,70,4.5,2.6,0.2,3,60,Kelly,2040,0,2,5,38,0,0,0,3,0,0,5,372,419.8,114,26,56.3,23,0.17,0.7,0.87,35.92,132,47,214,63,306,115,213,73,0.01,0,0.03,0.04,1.58,1.68,408,119,179,67,416,167,0.22
2,Ryan,514,4.5,2.1,0.2,18,35,Sessegnon,805,2,1,1,15,0,0,0,4,0,0,0,121,148.6,103,290,54.3,9,1.64,1.1,2.74,10.48,268,107,228,72,105,10,218,75,0.18,0,0.12,0.3,1.17,1.68,351,80,229,87,417,168,0.11
2,Davinson,512,4.5,1.6,0.2,18,28,Sánchez,848,0,0,2,17,0,0,0,1,0,0,1,166,213.8,40,56,31,8,0.65,0.2,0.85,12.76,237,92,288,105,261,93,280,101,0.07,0,0.02,0.09,1.35,1.8,345,77,297,112,418,169,0.21
2,Ryan,553,4.5,0,0.2,20,0,Giles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,189,487,189,478,188,490,189,0,0,0,0,0,0,402,117,492,189,419,170,0
3,Joe,555,4.5,0.8,0.1,20,5,Hodge,172,0,0,0,5,0,0,0,1,0,0,0,17,14.4,17.4,30,6.1,1,0.28,0.05,0.33,4.04,357,160,319,159,298,149,349,159,0.15,0,0.03,0.18,2.11,2.62,409,204,385,179,499,170,0
2,Moussa,457,4.5,1.8,0.2,16,25,Niakhaté,1163,0,0,2,22,0,0,0,1,0,0,0,141,183.4,15.6,61,26,14,0.66,0.15,0.81,23.87,250,98,324,120,259,91,296,108,0.05,0,0.01,0.06,1.85,1.7,361,88,276,105,424,172,0.15
3,Conor,529,4.5,1,0.1,19,1,Coventry,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,483,188,482,190,473,185,485,188,0,0,0,0,0,0,390,199,362,162,501,172,0
2,Nathaniel,222,4.5,2,0.2,8,44,Clyne,1638,0,0,3,23,0,0,0,3,0,0,0,246,203.6,124.9,8,33.6,19,0,0.6,0.6,26.26,241,94,198,56,328,127,272,98,0,0,0.03,0.03,1.44,1.26,289,41,246,93,427,173,0.16
2,Mathias,121,4.5,2.5,0.2,4,45,Zanka,1097,0,1,4,15,1,0,0,2,0,0,4,191,203.2,39.4,54,30,11,1.33,0.15,1.48,19.73,242,95,291,107,266,98,283,102,0.11,0,0.01,0.12,1.62,1.23,282,36,191,71,428,174,0.33
3,Malcolm,224,4.5,1,0.1,8,3,Ebiowei,31,0,0,0,1,0,0,0,0,0,0,0,9,3.4,0.9,4,0.9,0,0,0.01,0.01,0.18,372,172,352,171,337,166,373,171,0,0,0.03,0.03,0.52,2.9,440,219,367,166,503,174,0
2,Tosin,286,4.5,2,0.2,10,49,Tosin,2084,1,0,3,39,0,0,0,4,0,0,1,353,514.4,90.1,128,73.4,23,0.71,0.47,1.18,43.91,97,32,241,79,189,46,171,50,0.03,0,0.02,0.05,1.9,1.68,314,58,247,94,429,175,0.13
2,Steve,441,4.5,1.7,0.2,16,20,Cook,956,0,0,2,21,0,0,0,4,0,0,0,149,177.4,39.3,28,24.4,11,0.13,0.59,0.72,15.15,255,101,292,108,300,112,300,110,0.01,0,0.06,0.07,1.43,1.98,287,40,286,106,438,176,0.19
3,James,360,4.5,0,0.1,13,0,McAtee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,200,503,201,495,197,507,200,0,0,0,0,0,0,427,214,508,201,505,176,0
2,Ben,536,4.5,1.7,0.1,19,29,Johnson,860,0,0,2,13,0,0,0,0,0,0,1,164,161.6,76.8,20,25.9,9,0.06,0.4,0.46,15.66,260,103,255,89,313,119,297,109,0.01,0,0.04,0.05,1.64,1.36,391,109,288,108,440,177,0.21
3,Ryan,118,4.5,0,0.1,4,0,Trevitt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,219,530,219,525,218,534,219,0,0,0,0,0,0,480,245,534,219,506,177,0
2,Illia,89,4.5,1.4,0.1,3,7,Zabarnyi,297,0,0,0,5,0,0,0,0,0,0,0,54,58,1.4,0,5.8,3,0,0.01,0.01,5.12,326,124,347,129,508,192,350,127,0,0,0,0,1.55,1.52,454,133,325,120,442,178,0
3,Jairo,239,4.5,1,0.1,8,6,Riedewald,60,0,0,0,0,0,0,0,0,0,0,0,19,9.8,2.6,4,1.5,0,0.04,0.01,0.05,0.93,362,163,341,167,336,165,366,166,0.06,0,0.02,0.08,1.4,0,346,192,361,161,508,179,0
2,Joe,469,4.5,2,0.1,16,61,Worrall,2215,1,0,5,44,0,0,0,6,0,0,2,366,502.2,66.6,111,67.5,21,0.85,0.55,1.4,44.46,101,34,264,94,211,62,187,57,0.03,0,0.02,0.05,1.81,1.79,371,96,250,97,443,179,0.2
2,Chris,75,4.5,1.7,0.1,3,43,Mepham,2197,0,0,5,52,2,0,0,7,0,0,6,369,556.4,54.4,134,74.4,24,0.96,0.55,1.51,42.46,83,26,278,99,186,43,169,48,0.04,0,0.02,0.06,1.74,2.13,395,112,289,109,446,180,0.2
2,Jonathan,560,4.5,2.5,0.1,20,45,J.Otto,1257,1,0,5,21,0,0,0,3,1,0,0,219,233.2,118.2,83,43.7,14,0.3,0.83,1.13,18.32,224,84,209,61,231,74,248,87,0.02,0,0.06,0.08,1.31,1.5,319,62,192,72,449,181,0.36
3,Darko,162,4.5,0,0.1,6,0,Churlinov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,198,500,199,492,195,504,198,0,0,0,0,0,0,423,211,505,199,510,181,0
2,Malang,214,4.5,0,0.1,7,0,M.Sarr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,184,477,184,467,183,480,184,0,0,0,0,0,0,369,94,483,184,450,182,0
2,Scott,455,4.5,2,0.1,16,40,McKenna,1570,0,0,5,32,0,0,0,4,0,0,0,275,278.8,93.9,46,41.8,19,0.07,0.42,0.49,28.95,203,75,237,76,279,102,253,88,0,0,0.02,0.02,1.66,1.83,339,73,248,95,452,183,0.29
2,Mads,114,4.5,2.4,0.1,4,48,Roerslev,1101,0,0,5,12,0,0,0,0,0,0,0,201,167.6,120.7,46,33.4,12,0.28,0.82,1.1,17.67,258,102,205,58,281,104,274,99,0.02,0,0.07,0.09,1.44,0.98,398,115,203,79,457,185,0.41
3,Luke,550,4.5,0,0.1,20,0,Cundle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,197,499,198,491,194,503,197,0,0,0,0,0,0,422,210,504,198,514,185,0
2,Omar,461,4.5,0,0.1,16,0,O.Richards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,185,478,185,468,184,481,185,0,0,0,0,0,0,370,95,484,185,458,186,0
2,Harry,465,4.5,1.6,0.1,16,30,Toffolo,933,0,0,2,17,0,0,0,2,0,0,1,134,153,93.6,67,31.2,9,0.28,0.93,1.21,19.73,265,105,239,77,253,87,278,100,0.03,0,0.09,0.12,1.9,1.64,320,63,295,110,464,187,0.19
2,Richie,452,4.5,0,0.1,16,0,Laryea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,187,481,187,472,186,484,187,0,0,0,0,0,0,387,106,487,187,467,188,0
3,Gavin,71,4.5,0,0.1,3,0,Kilkenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,202,507,203,499,200,510,202,0,0,0,0,0,0,437,218,511,203,518,188,0
2,Emil,417,4.5,1,0.1,15,1,Krafth,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.1,461,178,458,178,446,177,463,178,0,0,0,0,9,0,318,61,358,133,473,189,0
2,César,189,4.5,1.8,0.1,7,45,Azpilicueta,1521,0,0,3,21,1,0,0,3,0,0,4,242,272,211.2,102,58.4,16,0.35,1.25,1.6,27.38,209,78,142,34,216,65,208,69,0.02,0,0.07,0.09,1.62,1.24,280,35,273,102,481,190,0.18
2,Tom,575,4.5,0,0.1,12,0,Lockyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,177,457,177,444,176,462,177,0,0,0,0,0,0,312,56,466,178,489,191,0
2,Angelo,577,4.5,2.8,0,19,44,Ogbonna,1234,0,0,4,19,0,0,0,0,0,0,4,217,212.8,35.2,24,27.4,13,0.26,0.07,0.33,20.42,239,93,298,113,308,116,292,105,0.02,0,0.01,0.03,1.49,1.39,278,34,158,53,575,192,0.29
3,Dara,164,4.5,0,0.1,6,0,Costelloe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,215,525,215,520,214,529,215,0,0,0,0,0,0,475,241,529,215,522,192,0
2,Jack,576,4.5,0,0,17,0,Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,175,452,175,439,174,458,175,0,0,0,0,0,0,301,48,462,176,576,193,0
3,Hannibal,383,4.5,0,0.1,14,0,Hannibal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,205,511,206,504,204,514,205,0,0,0,0,0,0,446,223,515,206,523,193,0
3,Yasin,124,4.5,1,0.1,5,3,Ayari,65,0,0,0,2,0,0,0,0,0,0,0,14,7.4,25.5,3,3.5,1,0.02,0.3,0.32,1.45,366,167,308,157,341,169,357,162,0.03,0,0.42,0.45,2.01,2.77,471,238,372,171,524,194,0
3,Kacper,137,4.5,0,0.1,5,0,Koz?owski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,211,517,211,512,210,521,211,0,0,0,0,0,0,461,234,521,211,531,201,0
3,Brandon,434,4.5,0,0.1,16,0,B.Aguilera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,204,510,205,502,202,513,204,0,0,0,0,0,0,444,221,514,205,532,202,0
3,Jaden,54,4.5,0,0.1,2,0,Philogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,210,516,210,511,209,520,210,0,0,0,0,0,0,458,231,520,210,535,205,0
3,Jeff,414,4.5,0,0.1,15,0,Hendrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,179,451,180,438,173,457,179,0,0,0,0,0,0,300,182,461,182,537,207,0
3,Garang,418,4.5,0,0.1,15,0,Kuol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,217,528,217,523,216,532,217,0,0,0,0,0,0,478,243,532,217,544,214,0
3,Isaac,413,4.5,0,0.1,15,0,Hayden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,182,463,184,452,178,467,182,0,0,0,0,0,0,329,187,470,185,547,217,0
3,Oscar,345,4.5,0,0,13,0,Bobb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,207,514,208,507,206,517,207,0,0,0,0,0,0,453,227,518,208,549,219,0
3,Braian,459,4.5,0,0,16,0,Ojeda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,201,505,202,497,199,508,201,0,0,0,0,0,0,432,216,509,202,550,220,0
3,Alex,456,4.5,1,0,16,1,Mighten,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3,0,0,0,0,0,0,0.23,499,195,356,175,489,192,501,195,0,0,0,0,2.96,0,420,208,364,164,551,221,0
3,Josh,440,4.5,0,0,16,0,Bowler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,196,498,197,490,193,502,196,0,0,0,0,0,0,421,209,503,197,552,222,0
3,Emiliano,74,4.5,1,0,3,1,Marcondes,8,0,0,0,1,0,0,0,0,0,0,0,3,1.2,0,0,0.1,0,0,0,0,0.28,375,173,461,183,450,177,381,175,0,0,0,0,3.15,11.25,326,186,360,160,553,223,0
3,Jean-Philippe,251,4.5,0,0,9,0,Gbamin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,183,465,185,455,180,469,183,0,0,0,0,0,0,334,190,472,186,556,226,0
3,Tyrese,272,4.5,1,0,10,1,Francois,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0.3,0,0.1,0,0,0,0,0,377,174,357,176,496,198,382,176,0,0,0,0,0,0,429,215,365,165,561,231,0
3,Tommy,351,4.5,0,0,13,0,Doyle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,187,480,189,471,184,483,187,0,0,0,0,0,0,386,198,486,190,562,232,0
3,Kobbie,388,4.5,1,0,14,1,Mainoo,10,0,0,0,0,0,0,0,0,0,0,0,2,5.8,0.8,6,1.3,0,0,0.07,0.07,0.25,369,169,354,173,332,162,368,168,0,0,0.63,0.63,2.25,0,474,240,373,172,570,240,0
3,Máximo,363,4.5,1,0,13,1,Perrone,18,0,0,0,1,0,0,0,0,0,0,0,4,1,2.6,4,0.8,0,0,0.01,0.01,0.19,378,175,342,168,339,168,375,173,0,0,0.05,0.05,0.95,5,460,233,370,169,573,243,0
3,Shea,348,4.5,1,0,13,1,Charles,27,0,0,0,1,0,0,0,0,0,0,0,3,13.8,0.9,0,1.5,1,0,0,0,0.05,358,161,353,172,503,203,367,167,0,0,0,0,0.17,3.33,445,222,368,167,577,245,0
1,Alphonse,524,4,1.4,25.3,19,7,Areola,307,0,0,0,7,0,0,0,0,0,9,0,42,69.4,0,0,6.8,2,0,0,0,7.63,319,25,376,22,358,13,348,25,0,2.64,0,0,2.24,2.05,497,37,319,29,14,2,0
2,Amari'i,316,4,0,21.8,12,0,Bell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,144,394,143,377,140,407,144,0,0,0,0,0,0,519,152,411,145,16,6,0
1,Fraser,498,4,2.9,5.7,18,40,Forster,1215,0,0,3,24,0,1,0,1,0,32,1,222,267.8,0,0,26.9,13,0,0,0,19.21,212,19,368,16,350,7,293,19,0,2.37,0,0,1.42,1.78,487,31,142,23,63,11,0.22
1,Mark,88,4,2.3,3.4,3,28,Travers,1035,0,0,2,32,0,0,0,0,0,36,1,193,290,0,0,29.1,11,0,0,0,19.68,194,18,413,44,398,35,286,18,0,3.13,0,0,1.71,2.78,543,59,210,25,87,13,0.17
1,Matija,571,4,0,2.4,20,0,Šarki?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,50,409,40,393,31,421,50,0,0,0,0,0,0,538,55,425,50,105,15,0
2,Tariq,139,4,1.1,7.7,5,23,Lamptey,439,0,0,1,7,0,0,0,1,0,0,0,91,70.6,87.2,48,20.6,3,0.2,0.64,0.84,6.37,317,122,244,81,277,101,308,115,0.04,0,0.13,0.17,1.31,1.44,544,166,348,125,49,15,0.21
2,Jordan,160,4,0,7.6,6,0,Beyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,155,418,154,403,153,429,155,0,0,0,0,0,0,550,170,433,156,50,16,0
2,George,473,4,0,5.9,17,0,Baldock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,137,375,136,357,132,392,137,0,0,0,0,0,0,496,141,396,138,60,21,0
1,Matt,323,4,0,1.1,12,0,Macey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,38,383,26,365,17,397,38,0,0,0,0,0,0,507,41,401,38,160,23,0
1,Wayne,448,4,2,1.1,16,8,Hennessey,271,0,0,0,5,0,0,0,0,0,10,0,46,77.4,0,0,7.8,3,0,0,0,5.43,310,23,365,13,347,4,343,23,0,3.32,0,0,1.8,1.66,484,28,242,26,161,24,0
1,Joe,243,4,1.5,1.1,8,3,Whitworth,180,0,0,0,5,0,0,0,0,0,5,0,28,41.8,0,0,4.2,2,0,0,0,2.07,340,27,438,49,423,40,354,27,0,2.5,0,0,1.04,2.5,573,64,307,28,163,25,0
1,João,266,4,0,1,9,0,J.Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,52,411,42,395,33,423,52,0,0,0,0,0,0,540,57,427,52,175,28,0
1,Robin,53,4,2.5,0.9,2,10,Olsen,280,0,0,1,8,0,0,0,0,0,11,1,62,83.2,0,0,8.2,2,0,0,0,8.56,308,22,382,25,364,16,339,22,0,3.54,0,0,2.75,2.57,506,40,190,24,187,30,0.32
1,Stefan,361,4,7.7,0.7,13,23,Ortega Moreno,270,0,0,2,1,0,0,0,0,0,14,5,90,116.8,0,0,11.7,3,0,0,0,4.12,286,21,377,23,359,14,329,21,0,4.67,0,0,1.37,0.33,498,38,2,1,205,32,0.67
1,Martin,409,4,5.5,0.7,15,11,Dubravka,156,0,0,1,1,0,0,0,0,0,10,1,49,54,0,0,5.4,1,0,0,0,3.33,332,26,372,19,354,10,352,26,0,5.77,0,0,1.92,0.58,493,34,8,2,213,33,0.58
1,Thomas,116,4,0,0.6,4,0,Strakosha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,43,390,31,373,22,404,43,0,0,0,0,0,0,515,46,408,43,221,34,0
1,Jack,338,4,0,0.6,12,0,Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,47,402,37,386,28,414,47,0,0,0,0,0,0,531,52,418,47,225,35,0
2,Mason,255,4,2,1.8,9,16,Holgate,506,0,0,2,9,0,0,0,1,1,0,2,81,90.4,71.9,55,21.5,5,1,0.17,1.17,9.49,301,117,261,92,262,94,305,113,0.18,0,0.03,0.21,1.69,1.6,523,154,243,91,128,37,0.36
1,Bailey,175,4,0,0.6,6,0,Peacock-Farrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,51,410,41,394,32,422,51,0,0,0,0,0,0,539,56,426,51,234,37,0
